134F9118-B567-43B3-9EB1-A3EA701AE7D7#appfire#C0EEF6A6-7DD0-4C84-8FEC-C8C09D57E37E#appfire#alarm.queue#appfire#0#appfire#Logging Framework is Asynchronous in nature. Log Events goes to the Queue first and connectors takes the event from the queue for processing. Event Queue Type 0 - Circular Queue (RECOMMENDED) 1 - Infinite Queue with Initial Capacity and events will be wrapped in Soft References (JVM will garbage collect these soft references when it runs out of memory). 2 - Infinite Queue (NOT RECOMMENDED)#appfire#Alarm Queue Type#appfire#1#appfire#\N#appfire#2015-12-21 06:35:28#appfire#\N#appfire#2015-12-21 06:35:28#appfire#1
7F59460F-4C4A-4594-B7B8-54AFD18DBF9E#appfire#C0EEF6A6-7DD0-4C84-8FEC-C8C09D57E37E#appfire#alarm.volume#appfire#100000#appfire##appfire#Alarm Volume#appfire#1#appfire#\N#appfire#2015-12-21 06:35:28#appfire#\N#appfire#2015-12-21 06:35:28#appfire#1
ABD9FAFE-D6E3-49BF-95B2-D0F9993A3380#appfire#C0EEF6A6-7DD0-4C84-8FEC-C8C09D57E37E#appfire#refresh.frequency#appfire#0#appfire#Refresh Time to reload this configuration file In a production environment, if you want to debug a specific component you can change the Alarm Log Levels (for specific Target like File, DB etc) of that specific components. Once the configuration is refreshed new Log Events will be written to the configured Target (File, DB etc). This will help to isolate and troubleshoot a production environment without shutting down the application. #appfire#Refresh Frequency#appfire#1#appfire#\N#appfire#2015-12-21 06:35:28#appfire#\N#appfire#2015-12-21 06:35:28#appfire#1
